_id,date,site,parameter,index_value,description,health_advisory,health_effects
82354,10/2/2024,Clairton,PM25_640,24,Good,,
82355,10/2/2024,North Braddock,PM25_640,28,Good,,
82356,10/2/2024,Parkway East,PM25_640,26,Good,,
82369,10/3/2024,Lawrenceville 2,CO,4,Good,,
82370,10/3/2024,Harrison Township,NO2_200,12,Good,,
82371,10/3/2024,Liberty,PM10_640,19,Good,,
82372,10/3/2024,North Braddock,PM10_640,22,Good,,
82373,10/3/2024,Pittsburgh,PM10_640,15,Good,,
82374,10/3/2024,North Braddock,CO,10,Good,,
82375,10/3/2024,Parkway East,CO,8,Good,,
82376,10/3/2024,Harrison Township,OZONE,44,Good,,
82377,10/3/2024,Lawrenceville,OZONE,39,Good,,
82378,10/3/2024,South Fayette,OZONE,43,Good,,
82379,10/3/2024,Glassport High Street,PM10,24,Good,,
82380,10/3/2024,Liberty,SO2,4,Good,,
82381,10/3/2024,North Braddock,SO2,7,Good,,
82382,10/3/2024,Pittsburgh,NO2_500,17,Good,,
82383,10/3/2024,Lawrenceville 2,SO2,2,Good,,
82384,10/3/2024,Clairton,PM25_640,46,Good,,
82385,10/3/2024,Liberty,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82386,10/3/2024,Parkway East,PM25_640,38,Good,,
82387,10/3/2024,Pittsburgh,PM25_640,44,Good,,
82388,10/3/2024,Avalon,PM25_640,43,Good,,
82389,10/3/2024,North Braddock,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82390,10/4/2024,Harrison Township,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
82391,10/4/2024,South Fayette,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
82392,10/4/2024,Glassport High Street,PM10,34,Good,,
82393,10/4/2024,Liberty,SO2,34,Good,,
82394,10/4/2024,North Braddock,CO,11,Good,,
82395,10/4/2024,Harrison Township,NO2_200,18,Good,,
82396,10/4/2024,North Braddock,PM10_640,26,Good,,
82397,10/4/2024,Pittsburgh,PM10_640,18,Good,,
82398,10/4/2024,Lawrenceville 2,SO2,2,Good,,
82399,10/4/2024,Lawrenceville 2,CO,6,Good,,
82400,10/4/2024,Lawrenceville,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
82401,10/4/2024,North Braddock,SO2,4,Good,,
82402,10/4/2024,Pittsburgh,NO2_500,17,Good,,
82403,10/4/2024,Liberty,PM10_640,31,Good,,
82404,10/4/2024,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82405,10/4/2024,Liberty,PM25_640,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82406,10/4/2024,Parkway East,PM25_640,44,Good,,
82407,10/4/2024,Avalon,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82408,10/4/2024,Clairton,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82409,10/4/2024,Pittsburgh,PM25_640,49,Good,,
82435,10/5/2024,Glassport High Street,PM10,32,Good,,
82436,10/5/2024,Liberty,SO2,1,Good,,
82437,10/5/2024,Lawrenceville 2,CO,4,Good,,
82438,10/5/2024,Lawrenceville,OZONE,42,Good,,
82439,10/5/2024,North Braddock,SO2,0,Good,,
82440,10/5/2024,Pittsburgh,NO2_500,11,Good,,
82441,10/5/2024,Liberty,PM10_640,31,Good,,
82442,10/5/2024,North Braddock,PM10_640,24,Good,,
82443,10/5/2024,North Braddock,CO,3,Good,,
82444,10/5/2024,Harrison Township,NO2_200,18,Good,,
82445,10/5/2024,Harrison Township,OZONE,42,Good,,
82446,10/5/2024,South Fayette,OZONE,44,Good,,
82447,10/5/2024,Pittsburgh,PM10_640,19,Good,,
82448,10/5/2024,Lawrenceville 2,SO2,1,Good,,
82449,10/5/2024,Avalon,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82450,10/5/2024,North Braddock,PM25_640,42,Good,,
82451,10/5/2024,Pittsburgh,PM25_640,44,Good,,
82452,10/5/2024,Liberty,PM25_640,47,Good,,
82453,10/5/2024,Parkway East,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82454,10/5/2024,Clairton,PM25_640,42,Good,,
82468,10/6/2024,North Braddock,CO,3,Good,,
82469,10/6/2024,Harrison Township,NO2_200,6,Good,,
82470,10/6/2024,Harrison Township,OZONE,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
82471,10/6/2024,South Fayette,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
82472,10/6/2024,Pittsburgh,PM10_640,19,Good,,
82473,10/6/2024,Lawrenceville 2,SO2,1,Good,,
82474,10/6/2024,Pittsburgh,NO2_500,10,Good,,
82475,10/6/2024,Liberty,PM10_640,26,Good,,
82476,10/6/2024,North Braddock,PM10_640,25,Good,,
82477,10/6/2024,Lawrenceville,OZONE,50,Good,,
82478,10/6/2024,Glassport High Street,PM10,41,Good,,
82479,10/6/2024,Liberty,SO2,21,Good,,
82480,10/6/2024,Lawrenceville 2,CO,4,Good,,
82481,10/6/2024,North Braddock,SO2,6,Good,,
82482,10/6/2024,Avalon,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82483,10/6/2024,Liberty,PM25_640,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82484,10/6/2024,North Braddock,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82485,10/6/2024,Clairton,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82486,10/6/2024,Parkway East,PM25_640,47,Good,,
82487,10/6/2024,Pittsburgh,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82488,10/7/2024,Lawrenceville 2,CO,2,Good,,
82489,10/7/2024,Pittsburgh,PM10_640,26,Good,,
82490,10/7/2024,North Braddock,SO2,0,Good,,
82491,10/7/2024,Lawrenceville,OZONE,23,Good,,
82492,10/7/2024,Glassport High Street,PM10,37,Good,,
82493,10/7/2024,Liberty,SO2,4,Good,,
82494,10/7/2024,North Braddock,CO,3,Good,,
82495,10/7/2024,Parkway East,CO,8,Good,,
82496,10/7/2024,Pittsburgh,NO2_500,15,Good,,
82497,10/7/2024,Harrison Township,OZONE,27,Good,,
82498,10/7/2024,South Fayette,OZONE,24,Good,,
82499,10/7/2024,Lawrenceville 2,SO2,1,Good,,
82500,10/7/2024,Harrison Township,NO2_200,10,Good,,
82501,10/7/2024,Liberty,PM10_640,32,Good,,
82502,10/7/2024,North Braddock,PM10_640,34,Good,,
82503,10/7/2024,Liberty,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82504,10/7/2024,Avalon,PM25_640,48,Good,,
82505,10/7/2024,Clairton,PM25_640,43,Good,,
82506,10/7/2024,North Braddock,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82507,10/7/2024,Parkway East,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82508,10/7/2024,Pittsburgh,PM25_640,45,Good,,
82509,10/8/2024,Parkway East,CO,16,Good,,
82510,10/8/2024,Pittsburgh,NO2_500,19,Good,,
82511,10/8/2024,Harrison Township,OZONE,41,Good,,
82512,10/8/2024,Lawrenceville 2,SO2,2,Good,,
82513,10/8/2024,North Braddock,SO2,1,Good,,
82514,10/8/2024,Lawrenceville 2,CO,4,Good,,
82515,10/8/2024,Lawrenceville,OZONE,39,Good,,
82516,10/8/2024,Liberty,PM10_640,26,Good,,
82517,10/8/2024,North Braddock,CO,9,Good,,
82518,10/8/2024,Harrison Township,NO2_200,12,Good,,
82519,10/8/2024,South Fayette,OZONE,38,Good,,
82520,10/8/2024,Glassport High Street,PM10,21,Good,,
82521,10/8/2024,North Braddock,PM10_640,28,Good,,
82522,10/8/2024,Liberty,SO2,17,Good,,
82523,10/8/2024,Pittsburgh,PM10_640,19,Good,,
82524,10/8/2024,Liberty,PM25_640,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82525,10/8/2024,Avalon,PM25_640,28,Good,,
82526,10/8/2024,North Braddock,PM25_640,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82527,10/8/2024,Parkway East,PM25_640,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82528,10/8/2024,Pittsburgh,PM25_640,26,Good,,
82529,10/8/2024,Clairton,PM25_640,36,Good,,
82530,10/9/2024,Pittsburgh,PM10_640,12,Good,,
82531,10/9/2024,Lawrenceville 2,SO2,1,Good,,
82532,10/9/2024,Pittsburgh,NO2_500,18,Good,,
82533,10/9/2024,North Braddock,SO2,0,Good,,
82534,10/9/2024,Lawrenceville 2,CO,3,Good,,
82535,10/9/2024,Lawrenceville,OZONE,38,Good,,
82536,10/9/2024,Liberty,PM10_640,26,Good,,
82537,10/9/2024,North Braddock,CO,8,Good,,
82538,10/9/2024,Parkway East,CO,10,Good,,
82539,10/9/2024,Harrison Township,NO2_200,15,Good,,
82540,10/9/2024,Harrison Township,OZONE,39,Good,,
82541,10/9/2024,South Fayette,OZONE,38,Good,,
82542,10/9/2024,Glassport High Street,PM10,20,Good,,
82543,10/9/2024,North Braddock,PM10_640,28,Good,,
82544,10/9/2024,Liberty,SO2,23,Good,,
82545,10/9/2024,Avalon,PM25_640,22,Good,,
82546,10/9/2024,Liberty,PM25_640,31,Good,,
82547,10/9/2024,Parkway East,PM25_640,22,Good,,
82548,10/9/2024,North Braddock,PM25_640,26,Good,,
82549,10/9/2024,Pittsburgh,PM25_640,22,Good,,
82550,10/9/2024,Clairton,PM25_640,19,Good,,
82551,10/10/2024,Pittsburgh,NO2_500,16,Good,,
82552,10/10/2024,North Braddock,SO2,3,Good,,
82553,10/10/2024,Lawrenceville 2,CO,3,Good,,
82554,10/10/2024,Lawrenceville,OZONE,22,Good,,
82555,10/10/2024,Liberty,PM10_640,14,Good,,
82556,10/10/2024,North Braddock,PM10_640,13,Good,,
82557,10/10/2024,Pittsburgh,PM10_640,11,Good,,
82558,10/10/2024,Lawrenceville 2,SO2,1,Good,,
82559,10/10/2024,North Braddock,CO,2,Good,,
82560,10/10/2024,Parkway East,CO,7,Good,,
82561,10/10/2024,Harrison Township,NO2_200,9,Good,,
82562,10/10/2024,Harrison Township,OZONE,24,Good,,
82563,10/10/2024,South Fayette,OZONE,24,Good,,
82564,10/10/2024,Glassport High Street,PM10,11,Good,,
82565,10/10/2024,Liberty,SO2,6,Good,,
82566,10/10/2024,Liberty,PM25_640,19,Good,,
82567,10/10/2024,Avalon,PM25_640,27,Good,,
82568,10/10/2024,Clairton,PM25_640,28,Good,,
82569,10/10/2024,North Braddock,PM25_640,17,Good,,
82570,10/10/2024,Parkway East,PM25_640,14,Good,,
82571,10/10/2024,Pittsburgh,PM25_640,22,Good,,
82572,10/11/2024,Pittsburgh,NO2_500,17,Good,,
82573,10/11/2024,North Braddock,SO2,82,Moderate,,
82574,10/11/2024,Lawrenceville 2,CO,4,Good,,
82575,10/11/2024,Harrison Township,NO2_200,11,Good,,
82576,10/11/2024,Liberty,PM10_640,31,Good,,
82577,10/11/2024,North Braddock,PM10_640,29,Good,,
82578,10/11/2024,North Braddock,CO,33,Good,,
82579,10/11/2024,Parkway East,CO,17,Good,,
82580,10/11/2024,Harrison Township,OZONE,33,Good,,
82581,10/11/2024,Lawrenceville,OZONE,34,Good,,
82582,10/11/2024,South Fayette,OZONE,37,Good,,
82583,10/11/2024,Glassport High Street,PM10,19,Good,,
82584,10/11/2024,Liberty,SO2,54,Moderate,,
82585,10/11/2024,Pittsburgh,PM10_640,16,Good,,
82586,10/11/2024,Lawrenceville 2,SO2,3,Good,,
82587,10/11/2024,Liberty,PM25_640,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82588,10/11/2024,Avalon,PM25_640,38,Good,,
82589,10/11/2024,Clairton,PM25_640,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82590,10/11/2024,Pittsburgh,PM25_640,25,Good,,
82591,10/11/2024,Parkway East,PM25_640,36,Good,,
82592,10/11/2024,North Braddock,PM25_640,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82593,10/12/2024,Pittsburgh,NO2_500,19,Good,,
82594,10/12/2024,Liberty,PM10_640,31,Good,,
82595,10/12/2024,Lawrenceville 2,SO2,3,Good,,
82596,10/12/2024,Liberty,SO2,55,Moderate,,
82597,10/12/2024,North Braddock,CO,15,Good,,
82598,10/12/2024,Harrison Township,NO2_200,15,Good,,
82599,10/12/2024,South Fayette,OZONE,45,Good,,
82600,10/12/2024,North Braddock,PM10_640,29,Good,,
82601,10/12/2024,Pittsburgh,PM10_640,17,Good,,
82602,10/12/2024,Lawrenceville 2,CO,5,Good,,
82603,10/12/2024,Parkway East,CO,10,Good,,
82604,10/12/2024,Harrison Township,OZONE,41,Good,,
82605,10/12/2024,Lawrenceville,OZONE,32,Good,,
82606,10/12/2024,Glassport High Street,PM10,26,Good,,
82607,10/12/2024,North Braddock,SO2,26,Good,,
82608,10/12/2024,Liberty,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82609,10/12/2024,Avalon,PM25_640,43,Good,,
82610,10/12/2024,Pittsburgh,PM25_640,41,Good,,
82611,10/12/2024,Clairton,PM25_640,34,Good,,
82612,10/12/2024,North Braddock,PM25_640,50,Good,,
82613,10/12/2024,Parkway East,PM25_640,41,Good,,
82614,10/13/2024,Lawrenceville 2,CO,5,Good,,
82615,10/13/2024,Harrison Township,OZONE,49,Good,,
82616,10/13/2024,Lawrenceville,OZONE,46,Good,,
82617,10/13/2024,North Braddock,SO2,37,Good,,
82618,10/13/2024,Glassport High Street,PM10,36,Good,,
82619,10/13/2024,Liberty,SO2,30,Good,,
82620,10/13/2024,North Braddock,CO,16,Good,,
82621,10/13/2024,Parkway East,CO,9,Good,,
82622,10/13/2024,Harrison Township,NO2_200,9,Good,,
82623,10/13/2024,South Fayette,OZONE,49,Good,,
82624,10/13/2024,North Braddock,PM10_640,40,Good,,
82625,10/13/2024,Pittsburgh,PM10_640,29,Good,,
82626,10/13/2024,Lawrenceville 2,SO2,1,Good,,
82627,10/13/2024,Pittsburgh,NO2_500,10,Good,,
82628,10/13/2024,Liberty,PM10_640,42,Good,,
82629,10/13/2024,Avalon,PM25_640,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82630,10/13/2024,Liberty,PM25_640,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82631,10/13/2024,North Braddock,PM25_640,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82632,10/13/2024,Pittsburgh,PM25_640,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82633,10/13/2024,Parkway East,PM25_640,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82634,10/13/2024,Clairton,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82635,10/14/2024,Lawrenceville 2,CO,2,Good,,
82636,10/14/2024,Lawrenceville,OZONE,27,Good,,
82637,10/14/2024,North Braddock,SO2,3,Good,,
82638,10/14/2024,Pittsburgh,NO2_500,15,Good,,
82639,10/14/2024,Liberty,PM10_640,35,Good,,
82640,10/14/2024,North Braddock,PM10_640,36,Good,,
82641,10/14/2024,Glassport High Street,PM10,26,Good,,
82642,10/14/2024,Liberty,SO2,3,Good,,
82643,10/14/2024,North Braddock,CO,2,Good,,
82644,10/14/2024,Parkway East,CO,7,Good,,
82645,10/14/2024,Harrison Township,NO2_200,11,Good,,
82646,10/14/2024,Harrison Township,OZONE,33,Good,,
82647,10/14/2024,South Fayette,OZONE,27,Good,,
82648,10/14/2024,Pittsburgh,PM10_640,28,Good,,
82649,10/14/2024,Lawrenceville 2,SO2,1,Good,,
82650,10/14/2024,Avalon,PM25_640,17,Good,,
82651,10/14/2024,Liberty,PM25_640,17,Good,,
82652,10/14/2024,North Braddock,PM25_640,18,Good,,
82653,10/14/2024,Parkway East,PM25_640,17,Good,,
82654,10/14/2024,Pittsburgh,PM25_640,16,Good,,
82655,10/14/2024,Clairton,PM25_640,16,Good,,
82656,10/15/2024,Lawrenceville,OZONE,24,Good,,
82657,10/15/2024,Glassport High Street,PM10,7,Good,,
82658,10/15/2024,Liberty,SO2,10,Good,,
82659,10/15/2024,Pittsburgh,NO2_500,12,Good,,
82660,10/15/2024,Liberty,PM10_640,9,Good,,
82661,10/15/2024,North Braddock,PM10_640,8,Good,,
82662,10/15/2024,North Braddock,CO,5,Good,,
82663,10/15/2024,Parkway East,CO,7,Good,,
82664,10/15/2024,Harrison Township,NO2_200,10,Good,,
82665,10/15/2024,Harrison Township,OZONE,29,Good,,
82666,10/15/2024,South Fayette,OZONE,25,Good,,
82667,10/15/2024,Pittsburgh,PM10_640,6,Good,,
82668,10/15/2024,Lawrenceville 2,SO2,1,Good,,
82669,10/15/2024,Lawrenceville 2,CO,2,Good,,
82670,10/15/2024,North Braddock,SO2,4,Good,,
82671,10/15/2024,Avalon,PM25_640,24,Good,,
82672,10/15/2024,North Braddock,PM25_640,22,Good,,
82673,10/15/2024,Liberty,PM25_640,26,Good,,
82674,10/15/2024,Pittsburgh,PM25_640,16,Good,,
82675,10/15/2024,Parkway East,PM25_640,18,Good,,
82676,10/15/2024,Clairton,PM25_640,19,Good,,
82677,10/16/2024,Lawrenceville,OZONE,23,Good,,
82678,10/16/2024,Glassport High Street,PM10,6,Good,,
82679,10/16/2024,North Braddock,CO,2,Good,,
82680,10/16/2024,Parkway East,CO,7,Good,,
82681,10/16/2024,Pittsburgh,NO2_500,11,Good,,
82682,10/16/2024,Harrison Township,OZONE,29,Good,,
82683,10/16/2024,Lawrenceville 2,SO2,0,Good,,
82684,10/16/2024,North Braddock,SO2,0,Good,,
82685,10/16/2024,Harrison Township,NO2_200,9,Good,,
82686,10/16/2024,South Fayette,OZONE,23,Good,,
82687,10/16/2024,Liberty,PM10_640,6,Good,,
82688,10/16/2024,North Braddock,PM10_640,6,Good,,
82689,10/16/2024,Liberty,SO2,1,Good,,
82690,10/16/2024,Lawrenceville 2,CO,2,Good,,
82691,10/16/2024,Pittsburgh,PM10_640,6,Good,,
82692,10/16/2024,Avalon,PM25_640,14,Good,,
82693,10/16/2024,Liberty,PM25_640,14,Good,,
82694,10/16/2024,Clairton,PM25_640,13,Good,,
82695,10/16/2024,Pittsburgh,PM25_640,13,Good,,
82696,10/16/2024,North Braddock,PM25_640,16,Good,,
82697,10/16/2024,Parkway East,PM25_640,15,Good,,
82698,10/17/2024,Lawrenceville 2,CO,4,Good,,
82699,10/17/2024,Lawrenceville,OZONE,31,Good,,
82700,10/17/2024,Liberty,PM10_640,8,Good,,
82701,10/17/2024,Pittsburgh,PM10_640,7,Good,,
82702,10/17/2024,Lawrenceville 2,SO2,1,Good,,
82703,10/17/2024,North Braddock,CO,12,Good,,
82704,10/17/2024,Parkway East,CO,10,Good,,
82705,10/17/2024,South Fayette,OZONE,33,Good,,
82706,10/17/2024,Glassport High Street,PM10,8,Good,,
82707,10/17/2024,North Braddock,PM10_640,9,Good,,
82708,10/17/2024,Liberty,SO2,19,Good,,
82709,10/17/2024,Pittsburgh,NO2_500,22,Good,,
82710,10/17/2024,Harrison Township,OZONE,35,Good,,
82711,10/17/2024,North Braddock,SO2,3,Good,,
82712,10/17/2024,Avalon,PM25_640,23,Good,,
82713,10/17/2024,Liberty,PM25_640,26,Good,,
82714,10/17/2024,Pittsburgh,PM25_640,23,Good,,
82715,10/17/2024,North Braddock,PM25_640,28,Good,,
82716,10/17/2024,Parkway East,PM25_640,21,Good,,
82717,10/17/2024,Clairton,PM25_640,21,Good,,
82718,10/18/2024,Pittsburgh,NO2_500,21,Good,,
82719,10/18/2024,North Braddock,SO2,1,Good,,
82720,10/18/2024,Lawrenceville 2,CO,4,Good,,
82721,10/18/2024,Lawrenceville,OZONE,31,Good,,
82722,10/18/2024,Liberty,PM10_640,22,Good,,
82723,10/18/2024,North Braddock,PM10_640,21,Good,,
82724,10/18/2024,Pittsburgh,PM10_640,11,Good,,
82725,10/18/2024,Lawrenceville 2,SO2,1,Good,,
82726,10/18/2024,North Braddock,CO,25,Good,,
82727,10/18/2024,Parkway East,CO,14,Good,,
82728,10/18/2024,Harrison Township,OZONE,38,Good,,
82729,10/18/2024,South Fayette,OZONE,37,Good,,
82730,10/18/2024,Glassport High Street,PM10,25,Good,,
82731,10/18/2024,Liberty,SO2,34,Good,,
82732,10/18/2024,Avalon,PM25_640,49,Good,,
82733,10/18/2024,North Braddock,PM25_640,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82734,10/18/2024,Liberty,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82735,10/18/2024,Parkway East,PM25_640,23,Good,,
82736,10/18/2024,Clairton,PM25_640,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82737,10/18/2024,Pittsburgh,PM25_640,33,Good,,
82738,10/19/2024,Pittsburgh,PM10_640,13,Good,,
82739,10/19/2024,Lawrenceville 2,SO2,1,Good,,
82740,10/19/2024,Lawrenceville 2,CO,5,Good,,
82741,10/19/2024,Liberty,PM10_640,24,Good,,
82742,10/19/2024,North Braddock,PM10_640,28,Good,,
82743,10/19/2024,North Braddock,CO,9,Good,,
82744,10/19/2024,Parkway East,CO,15,Good,,
82745,10/19/2024,Harrison Township,OZONE,41,Good,,
82746,10/19/2024,Lawrenceville,OZONE,33,Good,,
82747,10/19/2024,South Fayette,OZONE,42,Good,,
82748,10/19/2024,Glassport High Street,PM10,26,Good,,
82749,10/19/2024,Liberty,SO2,70,Moderate,,
82750,10/19/2024,Pittsburgh,NO2_500,22,Good,,
82751,10/19/2024,North Braddock,SO2,24,Good,,
82752,10/19/2024,Avalon,PM25_640,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82753,10/19/2024,Liberty,PM25_640,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82754,10/19/2024,Clairton,PM25_640,92,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82755,10/19/2024,Pittsburgh,PM25_640,46,Good,,
82756,10/19/2024,North Braddock,PM25_640,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
82757,10/19/2024,Parkway East,PM25_640,27,Good,,
82758,10/20/2024,South Fayette,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
82759,10/20/2024,Liberty,SO2,50,Good,,
82760,10/20/2024,North Braddock,SO2,114,Unhealthy for Sensitive Groups,People with asthma should consider limiting outdoor exertion.,"Increasing likelihood of respiratory symptoms, such as chest tightness and breathing discomfort, in people with asthma."
82761,10/20/2024,North Braddock,CO,18,Good,,
82762,10/20/2024,Parkway East,CO,27,Good,,
82763,10/20/2024,Harrison Township,OZONE,50,Good,,
82764,10/20/2024,Lawrenceville,OZONE,44,Good,,
82765,10/20/2024,Glassport High Street,PM10,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
